id,chart_template_id:id,code,name,user_type_id:id,reconcile
l10_kaijin_us_1011251,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,211007,Payroll Liabilities,account.data_account_type_current_liabilities,FALSE
l10_kaijin_us_1011252,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,211008,Payroll Liabilities:CA PIT / SDI,account.data_account_type_current_liabilities,FALSE
l10_kaijin_us_1011253,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,211009,Payroll Liabilities:CA SUI / ETT,account.data_account_type_current_liabilities,FALSE
l10_kaijin_us_1011254,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,211010,Payroll Liabilities:Federal Taxes (941/944),account.data_account_type_current_liabilities,FALSE
l10_kaijin_us_1011255,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,211011,Payroll Liabilities:Federal Unemployment (940),account.data_account_type_current_liabilities,FALSE
l10_kaijin_us_1011256,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,211012,Payroll Liabilities:State Disability,account.data_account_type_current_liabilities,FALSE
l10_kaijin_us_1011257,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,211013,Sales Tax Agency Payable,account.data_account_type_current_liabilities,FALSE
l10_kaijin_us_1011258,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,211014,Sales Tax Payable,account.data_account_type_current_liabilities,FALSE
l10_kaijin_us_1011259,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,301000,Opening Balance Equity,account.data_account_type_equity,FALSE
l10_kaijin_us_1011260,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,301001,Owner's Equity - Clement,account.data_account_type_equity,FALSE
l10_kaijin_us_1011261,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,301002,Owner's Equity - Dion,account.data_account_type_equity,FALSE
l10_kaijin_us_1011262,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,301003,Owner's Equity - Garth,account.data_account_type_equity,FALSE
l10_kaijin_us_1011263,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,301004,Owner's Equity - Molly,account.data_account_type_equity,FALSE
l10_kaijin_us_1011264,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,301005,Owners Draw,account.data_account_type_equity,FALSE
l10_kaijin_us_1011265,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,301006,Owners Draw:Clement,account.data_account_type_equity,FALSE
l10_kaijin_us_1011266,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,301007,Owners Draw:Dion,account.data_account_type_equity,FALSE
l10_kaijin_us_1011267,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,301008,Owners Draw:Garth,account.data_account_type_equity,FALSE
l10_kaijin_us_1011268,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,301009,Owners Draw:Molly,account.data_account_type_equity,FALSE
l10_kaijin_us_1011269,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,301010,Owners Equity,account.data_account_type_equity,FALSE
l10_kaijin_us_1011270,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114067,Billable Expense Income,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011271,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114068,Discounts given,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011272,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114069,eBillity Expense Income,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011273,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114070,eBillity Labor Income,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011274,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114071,Markup,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011275,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114072,Membership Dues Revenue,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011276,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114073,Membership Dues Revenue:Membership Dues Income - EAST,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011277,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114074,Merchandise Sales Revenue,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011278,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114075,Merchandise Sales Revenue:Merchandise Sales Income - EAST,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011279,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114076,Refunds,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011280,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114077,Sales of Product Income,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011281,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114078,Services,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011282,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114079,Special Events,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011283,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114080,Square Income,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011284,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114081,Unapplied Cash Payment Income,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011285,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114082,Uncategorized Income,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011286,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,500000,Cost of Goods Sold,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011287,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,500001,Cost of Goods Sold:Kaijin Clothing,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011288,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,500002,Inventory Shrinkage,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011289,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,500003,Merchant Account Fees,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011290,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,500004,Iron Shelf Warehouse ,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011291,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501002,200 KAIJIN MMA LLC - EAST,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011292,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501003,"200 KAIJIN MMA LLC - EAST:100 Kaijin MMA, LLC - EAST",account.data_account_type_expenses,FALSE
l10_kaijin_us_1011293,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501004,200 KAIJIN MMA LLC - EAST:Bank Service Charges - EAST,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011294,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501005,200 KAIJIN MMA LLC - EAST:Equipment and Supplies - EAST,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011295,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501006,200 KAIJIN MMA LLC - EAST:Janitorial Expense - EAST,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011296,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501007,200 KAIJIN MMA LLC - EAST:Meals and Entertainment - EAST,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011297,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501008,200 KAIJIN MMA LLC - EAST:Rent - EAST,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011298,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501009,200 KAIJIN MMA LLC - EAST:Repairs & Maintenance - EAST,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011299,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501010,200 KAIJIN MMA LLC - EAST:Supplies - EAST,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011300,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501011,200 KAIJIN MMA LLC - EAST:Trainer Fee - EAST,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011301,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501012,Advertising and Promotion,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011302,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501013,Advertising and Promotion:Corporate Sponsorship,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011303,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501014,Advertising and Promotion:In-House Promotions,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011304,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501015,Automobile Expense,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011305,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501016,Automobile Expense:Fuel,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011306,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501017,Bank Service Charges,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011307,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501018,Business Licenses and Permits,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011308,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501019,Charitable Contributions,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011309,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501020,Computer and Internet Expenses,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011310,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501021,Continuing Education,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011311,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501022,Depreciation Expense,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011312,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501023,Domain Fees,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011313,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501024,Dues and Subscriptions,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011314,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501025,Employee Emenities,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011315,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501026,Equipment and Supplies,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011316,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501027,Equipment and Supplies:Awards,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011317,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501028,Equipment Rental,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011318,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501029,Gift,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011319,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501030,Insurance Expense,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011320,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501031,Insurance Expense:Liability,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011321,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501032,Insurance Expense:Payroll Insurance,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011322,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501033,Insurance Expense:Worker's Compensation,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011323,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501034,Interest Expense,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011324,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501035,Meals and Entertainment,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011325,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501036,Membership Vendor Fees,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011326,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501037,Moving / Construction,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011327,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501038,Office Supplies,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011328,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501039,Payroll Expenses,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011329,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501040,Payroll Expenses:Direct Deposit Fee,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011330,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501041,Payroll Expenses:Medicare (Company),account.data_account_type_expenses,FALSE
l10_kaijin_us_1011331,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501042,Payroll Expenses:Payroll Processing Fee,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011332,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501043,Payroll Expenses:Payroll Taxes,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011333,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501044,Payroll Expenses:Social Security (Company),account.data_account_type_expenses,FALSE
l10_kaijin_us_1011334,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501045,Payroll Expenses:Taxes,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011335,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501046,Payroll Expenses:Unemployment Tax,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011336,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501047,Payroll Expenses:Wages,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011337,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501048,Postage and Delivery,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011338,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501049,Printing and Reproduction,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011339,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501050,Professional Fees,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011340,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501051,Professional Fees:Bookkeeper,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011341,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501052,Professional Fees:Computer Service,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011342,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501053,Professional Fees:Legal,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011343,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501054,Professional Fees:Manager Services,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011344,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501055,Professional Fees:Tax Preparation,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011345,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501056,Purchases,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011346,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501057,Rent Expense,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011347,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501058,Repairs and Maintenance,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011348,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501059,Shareholder's Dividend,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011349,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501060,Shrinkage,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011350,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501061,Supplies,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011351,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501062,Taxes,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011352,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501063,Taxes - Estimated Taxes,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011353,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501064,Taxes - Estimated Taxes:Late Fees Paid,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011354,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501065,Taxes - Property,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011355,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501066,Tournament Expense,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011356,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501067,Tournament Expense:ATM Rental,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011357,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501068,Tournament Expense:Referee,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011358,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501069,Tournament Expense:Software,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011359,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501070,Travel Expense,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011360,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501071,Unapplied Cash Bill Payment Expense,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011361,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501072,Uncategorized Expense,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011362,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501073,Utilities,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011363,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501074,Utilities:Alarm,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011364,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501075,Utilities:Electricity,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011365,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501076,Utilities:Telephone / Internet,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011366,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501077,Utilities:Water,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011367,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501078,Utilities:Water:Water - EAST,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011368,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501079,Web Site Support,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011369,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,114083,Interest Income,account.data_account_type_current_assets,FALSE
l10_kaijin_us_1011370,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501080,Ask My Accountant,account.data_account_type_expenses,FALSE
l10_kaijin_us_1011371,l10_kaijin_us.l10_kaijin_us_company_chart_template_ept,501081,Reconciliation Discrepancies,account.data_account_type_expenses,FALSE
